k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%),
13,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.970,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
13,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
13,0.970,cougar,23-5,0,1,0,1,0.000,0.000,
13,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
13,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
13,0.970,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
13,0.970,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
13,0.970,Dog,16-23,54,84,0,138,39.130,39.130,
13,0.970,Dog,23-5,88,101,0,189,46.561,46.561,
13,0.970,Human,16-23,1673,202,1,1876,89.227,89.179,
13,0.970,Human,23-5,2143,176,8,2327,92.411,92.093,
13,0.970,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
13,0.970,Wild Turkey,23-5,2,37,0,39,5.128,5.128,
13,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.970,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
13,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
13,0.970,Seagull,23-5,4,63,0,67,5.970,5.970,
13,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
13,0.970,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
13,0.970,Pigeon,16-23,27,211,2,240,11.345,11.250,
13,0.970,Pigeon,23-5,70,219,2,291,24.221,24.055,
13,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
13,0.970,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
13,0.970,Cat,16-23,17,36,0,53,32.075,32.075,
13,0.970,Cat,23-5,17,46,0,63,26.984,26.984,
13,0.970,Horse,16-23,6,40,0,46,13.043,13.043,
13,0.970,Horse,23-5,22,65,0,87,25.287,25.287,
13,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
13,0.970,orangutan,23-5,0,1,0,1,0.000,0.000,
13,0.970,Bat,16-23,36,1,0,37,97.297,97.297,
13,0.970,Bat,23-5,37,1,0,38,97.368,97.368,
13,0.970,Deer,16-23,11,10,0,21,52.381,52.381,
13,0.970,Deer,23-5,17,5,0,22,77.273,77.273,
13,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
13,0.970,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
13,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
13,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
13,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
13,0.970,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
13,0.970,Human UTI,16-23,77,62,0,139,55.396,55.396,
13,0.970,Human UTI,23-5,99,39,3,141,71.739,70.213,
13,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
13,0.970,unknown,23-5,0,11,0,11,0.000,0.000,
13,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
13,0.970,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
13,0.970,Pig/Swine,16-23,2,24,0,26,7.692,7.692,
13,0.970,Pig/Swine,23-5,7,17,1,25,29.167,28.000,
13,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
13,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
13,0.970,Hu Cw and Dg,16-23,19,11,0,30,63.333,63.333,
13,0.970,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
13,0.970,Ground Squirrel,16-23,76,96,2,174,44.186,43.678,
13,0.970,Ground Squirrel,23-5,81,96,0,177,45.763,45.763,
13,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
13,0.970,Opossum,23-5,0,6,0,6,0.000,0.000,
13,0.970,Cow,16-23,1533,248,8,1789,86.075,85.690,
13,0.970,Cow,23-5,1506,269,4,1779,84.845,84.654,
13,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
13,0.970,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
13,0.970,OVERALL,16-23,3679,2627,42,6348,58.341,57.955,
13,0.970,OVERALL,23-5,4286,3270,54,7610,56.723,56.321,
13,0.980,Chicken,16-23,0,40,0,40,0.000,0.000,
13,0.980,Chicken,23-5,5,37,0,42,11.905,11.905,
13,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
13,0.980,Sea Lion,23-5,0,4,0,4,0.000,0.000,
13,0.980,Hu and Cw,16-23,20,9,1,30,68.966,66.667,
13,0.980,Hu and Cw,23-5,13,17,0,30,43.333,43.333,
13,0.980,Sheep,16-23,48,56,0,104,46.154,46.154,
13,0.980,Sheep,23-5,54,42,2,98,56.250,55.102,
13,0.980,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
13,0.980,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
13,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
13,0.980,Common Loon,23-5,0,2,0,2,0.000,0.000,
13,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
13,0.980,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
13,0.980,Cw,16-23,18,12,0,30,60.000,60.000,
13,0.980,Cw,23-5,23,7,0,30,76.667,76.667,
13,0.980,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
13,0.980,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
13,0.980,Pig,16-23,5,32,0,37,13.514,13.514,
13,0.980,Pig,23-5,1,33,0,34,2.941,2.941,
13,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
13,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
13,0.980,Wild Pig,16-23,1,15,1,17,6.250,5.882,
13,0.980,Wild Pig,23-5,0,10,0,10,0.000,0.000,
13,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
13,0.980,Pennington Creek Water,23-5,0,429,36,465,0.000,0.000,
13,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
13,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
13,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
13,0.980,Racoon,23-5,0,3,0,3,0.000,0.000,
13,0.980,Hu,16-23,21,8,0,29,72.414,72.414,
13,0.980,Hu,23-5,19,12,0,31,61.290,61.290,
13,0.980,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
13,0.980,Cw and Dg,23-5,17,13,0,30,56.667,56.667,
13,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
13,0.980,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
13,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
13,0.980,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
13,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
13,0.980,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
13,0.980,Dg,16-23,6,24,0,30,20.000,20.000,
13,0.980,Dg,23-5,27,3,0,30,90.000,90.000,
13,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
13,0.980,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
13,0.980,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
13,0.980,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
13,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.980,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
13,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
13,0.980,cougar,23-5,0,0,1,1,NaN,0.000,
13,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
13,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
13,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
13,0.980,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
13,0.980,Dog,16-23,53,83,2,138,38.971,38.406,
13,0.980,Dog,23-5,88,101,0,189,46.561,46.561,
13,0.980,Human,16-23,1674,197,5,1876,89.471,89.232,
13,0.980,Human,23-5,2142,171,14,2327,92.607,92.050,
13,0.980,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
13,0.980,Wild Turkey,23-5,4,35,0,39,10.256,10.256,
13,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
13,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
13,0.980,Seagull,23-5,6,61,0,67,8.955,8.955,
13,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
13,0.980,Surf Scoter,23-5,2,0,0,2,100.000,100.000,
13,0.980,Pigeon,16-23,27,207,6,240,11.538,11.250,
13,0.980,Pigeon,23-5,69,217,5,291,24.126,23.711,
13,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
13,0.980,Pacific Ocean Water,23-5,0,45,5,50,0.000,0.000,
13,0.980,Cat,16-23,17,36,0,53,32.075,32.075,
13,0.980,Cat,23-5,18,45,0,63,28.571,28.571,
13,0.980,Horse,16-23,6,40,0,46,13.043,13.043,
13,0.980,Horse,23-5,22,65,0,87,25.287,25.287,
13,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
13,0.980,orangutan,23-5,0,1,0,1,0.000,0.000,
13,0.980,Bat,16-23,36,1,0,37,97.297,97.297,
13,0.980,Bat,23-5,37,1,0,38,97.368,97.368,
13,0.980,Deer,16-23,11,10,0,21,52.381,52.381,
13,0.980,Deer,23-5,17,4,1,22,80.952,77.273,
13,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
13,0.980,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
13,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
13,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
13,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
13,0.980,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
13,0.980,Human UTI,16-23,77,62,0,139,55.396,55.396,
13,0.980,Human UTI,23-5,100,38,3,141,72.464,70.922,
13,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
13,0.980,unknown,23-5,0,11,0,11,0.000,0.000,
13,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
13,0.980,SLO Creek Water,23-5,0,1318,14,1332,0.000,0.000,
13,0.980,Pig/Swine,16-23,2,24,0,26,7.692,7.692,
13,0.980,Pig/Swine,23-5,7,16,2,25,30.435,28.000,
13,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
13,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
13,0.980,Hu Cw and Dg,16-23,19,11,0,30,63.333,63.333,
13,0.980,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
13,0.980,Ground Squirrel,16-23,78,92,4,174,45.882,44.828,
13,0.980,Ground Squirrel,23-5,82,95,0,177,46.328,46.328,
13,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
13,0.980,Opossum,23-5,0,6,0,6,0.000,0.000,
13,0.980,Cow,16-23,1527,251,11,1789,85.883,85.355,
13,0.980,Cow,23-5,1500,263,16,1779,85.082,84.317,
13,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
13,0.980,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
13,0.980,OVERALL,16-23,3677,2599,72,6348,58.588,57.924,
13,0.980,OVERALL,23-5,4287,3224,99,7610,57.076,56.334,
13,0.990,Chicken,16-23,2,35,3,40,5.405,5.000,
13,0.990,Chicken,23-5,6,36,0,42,14.286,14.286,
13,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
13,0.990,Sea Lion,23-5,2,2,0,4,50.000,50.000,
13,0.990,Hu and Cw,16-23,20,9,1,30,68.966,66.667,
13,0.990,Hu and Cw,23-5,14,16,0,30,46.667,46.667,
13,0.990,Sheep,16-23,47,55,2,104,46.078,45.192,
13,0.990,Sheep,23-5,55,40,3,98,57.895,56.122,
13,0.990,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
13,0.990,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
13,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
13,0.990,Common Loon,23-5,0,2,0,2,0.000,0.000,
13,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
13,0.990,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
13,0.990,Cw,16-23,17,12,1,30,58.621,56.667,
13,0.990,Cw,23-5,23,7,0,30,76.667,76.667,
13,0.990,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
13,0.990,Cliff Sparrow,23-5,0,28,1,29,0.000,0.000,
13,0.990,Pig,16-23,5,32,0,37,13.514,13.514,
13,0.990,Pig,23-5,8,25,1,34,24.242,23.529,
13,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
13,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
13,0.990,Wild Pig,16-23,1,15,1,17,6.250,5.882,
13,0.990,Wild Pig,23-5,0,9,1,10,0.000,0.000,
13,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
13,0.990,Pennington Creek Water,23-5,0,391,74,465,0.000,0.000,
13,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
13,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
13,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
13,0.990,Racoon,23-5,0,3,0,3,0.000,0.000,
13,0.990,Hu,16-23,21,8,0,29,72.414,72.414,
13,0.990,Hu,23-5,19,12,0,31,61.290,61.290,
13,0.990,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
13,0.990,Cw and Dg,23-5,17,13,0,30,56.667,56.667,
13,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
13,0.990,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
13,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
13,0.990,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
13,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
13,0.990,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
13,0.990,Dg,16-23,6,24,0,30,20.000,20.000,
13,0.990,Dg,23-5,27,3,0,30,90.000,90.000,
13,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
13,0.990,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
13,0.990,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
13,0.990,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
13,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.990,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
13,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
13,0.990,cougar,23-5,0,0,1,1,NaN,0.000,
13,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
13,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
13,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
13,0.990,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
13,0.990,Dog,16-23,56,78,4,138,41.791,40.580,
13,0.990,Dog,23-5,91,95,3,189,48.925,48.148,
13,0.990,Human,16-23,1654,188,34,1876,89.794,88.166,
13,0.990,Human,23-5,2127,167,33,2327,92.720,91.405,
13,0.990,Wild Turkey,16-23,3,43,0,46,6.522,6.522,
13,0.990,Wild Turkey,23-5,4,31,4,39,11.429,10.256,
13,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
13,0.990,Clark Grebe,23-5,2,0,0,2,100.000,100.000,
13,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
13,0.990,Seagull,23-5,12,53,2,67,18.462,17.910,
13,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
13,0.990,Surf Scoter,23-5,2,0,0,2,100.000,100.000,
13,0.990,Pigeon,16-23,36,189,15,240,16.000,15.000,
13,0.990,Pigeon,23-5,75,204,12,291,26.882,25.773,
13,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
13,0.990,Pacific Ocean Water,23-5,0,38,12,50,0.000,0.000,
13,0.990,Cat,16-23,18,34,1,53,34.615,33.962,
13,0.990,Cat,23-5,18,44,1,63,29.032,28.571,
13,0.990,Horse,16-23,9,35,2,46,20.455,19.565,
13,0.990,Horse,23-5,22,64,1,87,25.581,25.287,
13,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
13,0.990,orangutan,23-5,0,1,0,1,0.000,0.000,
13,0.990,Bat,16-23,36,1,0,37,97.297,97.297,
13,0.990,Bat,23-5,37,1,0,38,97.368,97.368,
13,0.990,Deer,16-23,11,9,1,21,55.000,52.381,
13,0.990,Deer,23-5,17,3,2,22,85.000,77.273,
13,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
13,0.990,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
13,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
13,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
13,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
13,0.990,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
13,0.990,Human UTI,16-23,81,58,0,139,58.273,58.273,
13,0.990,Human UTI,23-5,99,37,5,141,72.794,70.213,
13,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
13,0.990,unknown,23-5,0,11,0,11,0.000,0.000,
13,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
13,0.990,SLO Creek Water,23-5,0,1235,97,1332,0.000,0.000,
13,0.990,Pig/Swine,16-23,2,23,1,26,8.000,7.692,
13,0.990,Pig/Swine,23-5,7,16,2,25,30.435,28.000,
13,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
13,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
13,0.990,Hu Cw and Dg,16-23,18,12,0,30,60.000,60.000,
13,0.990,Hu Cw and Dg,23-5,13,17,0,30,43.333,43.333,
13,0.990,Ground Squirrel,16-23,81,82,11,174,49.693,46.552,
13,0.990,Ground Squirrel,23-5,84,88,5,177,48.837,47.458,
13,0.990,Opossum,16-23,1,5,0,6,16.667,16.667,
13,0.990,Opossum,23-5,2,4,0,6,33.333,33.333,
13,0.990,Cow,16-23,1500,229,60,1789,86.755,83.846,
13,0.990,Cow,23-5,1469,265,45,1779,84.717,82.574,
13,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
13,0.990,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
13,0.990,OVERALL,16-23,3655,2459,234,6348,59.781,57.577,
13,0.990,OVERALL,23-5,4272,3033,305,7610,58.480,56.137,
13,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
13,1.000,Chicken,23-5,0,0,42,42,NaN,0.000,
13,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
13,1.000,Sea Lion,23-5,0,0,4,4,NaN,0.000,
13,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
13,1.000,Hu and Cw,23-5,0,0,30,30,NaN,0.000,
13,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
13,1.000,Sheep,23-5,0,0,98,98,NaN,0.000,
13,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
13,1.000,Hu and Dg,23-5,0,0,30,30,NaN,0.000,
13,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
13,1.000,Common Loon,23-5,0,0,2,2,NaN,0.000,
13,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
13,1.000,Red-Winged Blackbird,23-5,0,0,2,2,NaN,0.000,
13,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
13,1.000,Cw,23-5,0,0,30,30,NaN,0.000,
13,1.000,Cliff Sparrow,16-23,0,0,28,28,NaN,0.000,
13,1.000,Cliff Sparrow,23-5,0,0,29,29,NaN,0.000,
13,1.000,Pig,16-23,0,0,37,37,NaN,0.000,
13,1.000,Pig,23-5,0,0,34,34,NaN,0.000,
13,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
13,1.000,Barn Owl,23-5,0,0,2,2,NaN,0.000,
13,1.000,Wild Pig,16-23,0,0,17,17,NaN,0.000,
13,1.000,Wild Pig,23-5,0,0,10,10,NaN,0.000,
13,1.000,Pennington Creek Water,16-23,0,0,345,345,NaN,0.000,
13,1.000,Pennington Creek Water,23-5,0,0,465,465,NaN,0.000,
13,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
13,1.000,Guinni,23-5,0,0,2,2,NaN,0.000,
13,1.000,Racoon,16-23,0,0,2,2,NaN,0.000,
13,1.000,Racoon,23-5,0,0,3,3,NaN,0.000,
13,1.000,Hu,16-23,0,0,29,29,NaN,0.000,
13,1.000,Hu,23-5,0,0,31,31,NaN,0.000,
13,1.000,Cw and Dg,16-23,0,0,30,30,NaN,0.000,
13,1.000,Cw and Dg,23-5,0,0,30,30,NaN,0.000,
13,1.000,Red Wind Blackbird,16-23,0,0,2,2,NaN,0.000,
13,1.000,Red Wind Blackbird,23-5,0,0,2,2,NaN,0.000,
13,1.000,Tree Swallow,16-23,0,0,2,2,NaN,0.000,
13,1.000,Tree Swallow,23-5,0,0,2,2,NaN,0.000,
13,1.000,Turkey Vulture,16-23,0,0,2,2,NaN,0.000,
13,1.000,Turkey Vulture,23-5,0,0,3,3,NaN,0.000,
13,1.000,Dg,16-23,0,0,30,30,NaN,0.000,
13,1.000,Dg,23-5,0,0,30,30,NaN,0.000,
13,1.000,Western Kingbird,16-23,0,0,2,2,NaN,0.000,
13,1.000,Western Kingbird,23-5,0,0,2,2,NaN,0.000,
13,1.000,White Crowned Sparrow,16-23,0,0,15,15,NaN,0.000,
13,1.000,White Crowned Sparrow,23-5,0,0,15,15,NaN,0.000,
13,1.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
13,1.000,Eared Grebe,23-5,0,0,4,4,NaN,0.000,
13,1.000,cougar,16-23,0,0,1,1,NaN,0.000,
13,1.000,cougar,23-5,0,0,1,1,NaN,0.000,
13,1.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
13,1.000,Ocean Water,23-5,0,0,10,10,NaN,0.000,
13,1.000,Red Tailed Hawk,16-23,0,0,2,2,NaN,0.000,
13,1.000,Red Tailed Hawk,23-5,0,0,3,3,NaN,0.000,
13,1.000,Dog,16-23,0,0,138,138,NaN,0.000,
13,1.000,Dog,23-5,0,0,189,189,NaN,0.000,
13,1.000,Human,16-23,0,0,1876,1876,NaN,0.000,
13,1.000,Human,23-5,0,0,2327,2327,NaN,0.000,
13,1.000,Wild Turkey,16-23,0,0,46,46,NaN,0.000,
13,1.000,Wild Turkey,23-5,0,0,39,39,NaN,0.000,
13,1.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
13,1.000,Clark Grebe,23-5,0,0,2,2,NaN,0.000,
13,1.000,Seagull,16-23,0,0,0,0,NaN,NaN,
13,1.000,Seagull,23-5,0,0,67,67,NaN,0.000,
13,1.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
13,1.000,Surf Scoter,23-5,0,0,2,2,NaN,0.000,
13,1.000,Pigeon,16-23,0,0,240,240,NaN,0.000,
13,1.000,Pigeon,23-5,0,0,291,291,NaN,0.000,
13,1.000,Pacific Ocean Water,16-23,0,0,46,46,NaN,0.000,
13,1.000,Pacific Ocean Water,23-5,0,0,50,50,NaN,0.000,
13,1.000,Cat,16-23,0,0,53,53,NaN,0.000,
13,1.000,Cat,23-5,0,0,63,63,NaN,0.000,
13,1.000,Horse,16-23,0,0,46,46,NaN,0.000,
13,1.000,Horse,23-5,0,0,87,87,NaN,0.000,
13,1.000,orangutan,16-23,0,0,1,1,NaN,0.000,
13,1.000,orangutan,23-5,0,0,1,1,NaN,0.000,
13,1.000,Bat,16-23,0,0,37,37,NaN,0.000,
13,1.000,Bat,23-5,0,0,38,38,NaN,0.000,
13,1.000,Deer,16-23,0,0,21,21,NaN,0.000,
13,1.000,Deer,23-5,0,0,22,22,NaN,0.000,
13,1.000,Great Horned Owl,16-23,0,0,3,3,NaN,0.000,
13,1.000,Great Horned Owl,23-5,0,0,7,7,NaN,0.000,
13,1.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
13,1.000,Freshwater Lagoon,23-5,0,0,4,4,NaN,0.000,
13,1.000,Unknown Avian,16-23,0,0,2,2,NaN,0.000,
13,1.000,Unknown Avian,23-5,0,0,2,2,NaN,0.000,
13,1.000,Human UTI,16-23,0,0,139,139,NaN,0.000,
13,1.000,Human UTI,23-5,0,0,141,141,NaN,0.000,
13,1.000,unknown,16-23,0,0,11,11,NaN,0.000,
13,1.000,unknown,23-5,0,0,11,11,NaN,0.000,
13,1.000,SLO Creek Water,16-23,0,0,876,876,NaN,0.000,
13,1.000,SLO Creek Water,23-5,0,0,1332,1332,NaN,0.000,
13,1.000,Pig/Swine,16-23,0,0,26,26,NaN,0.000,
13,1.000,Pig/Swine,23-5,0,0,25,25,NaN,0.000,
13,1.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
13,1.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
13,1.000,Hu Cw and Dg,16-23,0,0,30,30,NaN,0.000,
13,1.000,Hu Cw and Dg,23-5,0,0,30,30,NaN,0.000,
13,1.000,Ground Squirrel,16-23,0,0,174,174,NaN,0.000,
13,1.000,Ground Squirrel,23-5,0,0,177,177,NaN,0.000,
13,1.000,Opossum,16-23,0,0,6,6,NaN,0.000,
13,1.000,Opossum,23-5,0,0,6,6,NaN,0.000,
13,1.000,Cow,16-23,0,0,1789,1789,NaN,0.000,
13,1.000,Cow,23-5,0,0,1779,1779,NaN,0.000,
13,1.000,Deer Mouse,16-23,0,0,2,2,NaN,0.000,
13,1.000,Deer Mouse,23-5,0,0,2,2,NaN,0.000,
13,1.000,OVERALL,16-23,0,0,6348,6348,NaN,0.000,
13,1.000,OVERALL,23-5,0,0,7610,7610,NaN,0.000,
14,0.000,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.000,Chicken,23-5,5,37,0,42,11.905,11.905,
14,0.000,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.000,Sea Lion,23-5,0,4,0,4,0.000,0.000,
14,0.000,Hu and Cw,16-23,21,9,0,30,70.000,70.000,
14,0.000,Hu and Cw,23-5,14,16,0,30,46.667,46.667,
14,0.000,Sheep,16-23,44,60,0,104,42.308,42.308,
14,0.000,Sheep,23-5,54,44,0,98,55.102,55.102,
14,0.000,Hu and Dg,16-23,22,10,0,32,68.750,68.750,
14,0.000,Hu and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.000,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.000,Common Loon,23-5,0,2,0,2,0.000,0.000,
14,0.000,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.000,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.000,Cw,16-23,17,13,0,30,56.667,56.667,
14,0.000,Cw,23-5,22,8,0,30,73.333,73.333,
14,0.000,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.000,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
14,0.000,Pig,16-23,4,33,0,37,10.811,10.811,
14,0.000,Pig,23-5,1,33,0,34,2.941,2.941,
14,0.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.000,Barn Owl,23-5,0,2,0,2,0.000,0.000,
