k,alpha,species,region,correctness
5,0.980,Ocean Water,BOTH,NaN
5,0.980,Opossum,BOTH,0.750
5,0.980,Pacific Ocean Water,BOTH,NaN
5,0.980,Pelican,BOTH,0.500
5,0.980,Pennington Creek Water,BOTH,NaN
5,0.980,Pig,BOTH,0.324
5,0.980,Pig/Swine,BOTH,0.542
5,0.980,Pigeon,BOTH,0.531
5,0.980,Rabbit,BOTH,1.000
5,0.980,Racoon,BOTH,0.250
5,0.980,Red Shoulder Hawk,BOTH,0.000
5,0.980,Red Tailed Hawk,BOTH,0.000
5,0.980,Red Throated Loon,BOTH,0.000
5,0.980,Red Wind Blackbird,BOTH,0.000
5,0.980,Red-Winged Blackbird,BOTH,0.500
5,0.980,Red-shoulder Hawk,BOTH,0.000
5,0.980,SLO Creek Water,BOTH,NaN
5,0.980,Sea Lion,BOTH,0.500
5,0.980,Sea Otter,BOTH,1.000
5,0.980,Seagull,BOTH,0.273
5,0.980,Sheep,BOTH,0.723
5,0.980,Surf Scoter,BOTH,0.000
5,0.980,Tree Swallow,BOTH,0.000
5,0.980,Turkey Vulture,BOTH,0.000
5,0.980,Unknown Avian,BOTH,0.000
5,0.980,Western Kingbird,BOTH,0.000
5,0.980,White Crowned Sparrow,BOTH,0.467
5,0.980,Wild Pig,BOTH,0.375
5,0.980,Wild Turkey,BOTH,0.611
5,0.980,cougar,BOTH,0.000
5,0.980,orangutan,BOTH,0.000
5,0.980,unknown,BOTH,0.636
5,0.990,American Kestrel,BOTH,0.667
5,0.990,Barn Owl,BOTH,0.000
5,0.990,Bat,BOTH,0.973
5,0.990,Bear,BOTH,1.000
5,0.990,Bobcat,BOTH,0.000
5,0.990,Bond tail Pigeon,BOTH,0.000
5,0.990,California Sea Lion,BOTH,0.167
5,0.990,Cat,BOTH,0.641
5,0.990,Chicken,BOTH,0.450
5,0.990,Clark Grebe,BOTH,1.000
5,0.990,Cliff Sparrow,BOTH,0.214
5,0.990,Common Loon,BOTH,0.000
5,0.990,Common Murre,BOTH,0.000
5,0.990,Cow,BOTH,0.957
5,0.990,Coyote,BOTH,0.000
5,0.990,Crow,BOTH,0.000
5,0.990,Cw,BOTH,0.633
5,0.990,Cw and Dg,BOTH,0.700
5,0.990,Deer,BOTH,0.900
5,0.990,Deer Mouse,BOTH,0.000
5,0.990,Dg,BOTH,0.867
5,0.990,Dog,BOTH,0.718
5,0.990,Eared Grebe,BOTH,1.000
5,0.990,Elephant Seal,BOTH,0.500
5,0.990,Freshwater Lagoon,BOTH,NaN
5,0.990,Golden Eagle,BOTH,0.333
5,0.990,Great Horned Owl,BOTH,0.000
5,0.990,Grey Fox,BOTH,1.000
5,0.990,Ground Squirrel,BOTH,0.760
5,0.990,Guinni,BOTH,0.000
5,0.990,Horse,BOTH,0.471
5,0.990,Hu,BOTH,0.793
5,0.990,Hu Cw and Dg,BOTH,0.467
5,0.990,Hu and Cw,BOTH,0.433
5,0.990,Hu and Dg,BOTH,0.600
5,0.990,Human,BOTH,0.956
5,0.990,Human UTI,BOTH,0.865
5,0.990,Klebsiella,BOTH,NaN
5,0.990,Long-eared Owl,BOTH,0.000
5,0.990,Mallard Duck,BOTH,0.000
5,0.990,Mountain Lion,BOTH,0.688
5,0.990,Ocean Water,BOTH,NaN
5,0.990,Opossum,BOTH,0.833
5,0.990,Pacific Ocean Water,BOTH,NaN
5,0.990,Pelican,BOTH,0.500
5,0.990,Pennington Creek Water,BOTH,NaN
5,0.990,Pig,BOTH,0.324
5,0.990,Pig/Swine,BOTH,0.542
5,0.990,Pigeon,BOTH,0.567
5,0.990,Rabbit,BOTH,1.000
5,0.990,Racoon,BOTH,0.250
5,0.990,Red Shoulder Hawk,BOTH,0.000
5,0.990,Red Tailed Hawk,BOTH,0.400
5,0.990,Red Throated Loon,BOTH,0.000
5,0.990,Red Wind Blackbird,BOTH,0.000
5,0.990,Red-Winged Blackbird,BOTH,0.500
5,0.990,Red-shoulder Hawk,BOTH,0.000
5,0.990,SLO Creek Water,BOTH,NaN
5,0.990,Sea Lion,BOTH,0.500
5,0.990,Sea Otter,BOTH,1.000
5,0.990,Seagull,BOTH,0.273
5,0.990,Sheep,BOTH,0.723
5,0.990,Surf Scoter,BOTH,0.000
5,0.990,Tree Swallow,BOTH,0.000
5,0.990,Turkey Vulture,BOTH,0.000
5,0.990,Unknown Avian,BOTH,0.000
5,0.990,Western Kingbird,BOTH,0.000
5,0.990,White Crowned Sparrow,BOTH,0.467
5,0.990,Wild Pig,BOTH,0.375
5,0.990,Wild Turkey,BOTH,0.611
5,0.990,cougar,BOTH,0.000
5,0.990,orangutan,BOTH,0.000
5,0.990,unknown,BOTH,0.636
5,1.000,American Kestrel,BOTH,1.000
5,1.000,Barn Owl,BOTH,1.000
5,1.000,Bat,BOTH,1.000
5,1.000,Bear,BOTH,1.000
5,1.000,Bobcat,BOTH,1.000
5,1.000,Bond tail Pigeon,BOTH,1.000
5,1.000,California Sea Lion,BOTH,1.000
5,1.000,Cat,BOTH,1.000
5,1.000,Chicken,BOTH,1.000
5,1.000,Clark Grebe,BOTH,1.000
5,1.000,Cliff Sparrow,BOTH,1.000
5,1.000,Common Loon,BOTH,1.000
5,1.000,Common Murre,BOTH,1.000
5,1.000,Cow,BOTH,1.000
5,1.000,Coyote,BOTH,1.000
5,1.000,Crow,BOTH,1.000
5,1.000,Cw,BOTH,1.000
5,1.000,Cw and Dg,BOTH,1.000
5,1.000,Deer,BOTH,1.000
5,1.000,Deer Mouse,BOTH,NaN
5,1.000,Dg,BOTH,1.000
5,1.000,Dog,BOTH,1.000
5,1.000,Eared Grebe,BOTH,1.000
5,1.000,Elephant Seal,BOTH,1.000
5,1.000,Freshwater Lagoon,BOTH,NaN
5,1.000,Golden Eagle,BOTH,NaN
5,1.000,Great Horned Owl,BOTH,1.000
5,1.000,Grey Fox,BOTH,1.000
5,1.000,Ground Squirrel,BOTH,1.000
5,1.000,Guinni,BOTH,NaN
5,1.000,Horse,BOTH,1.000
5,1.000,Hu,BOTH,1.000
5,1.000,Hu Cw and Dg,BOTH,1.000
5,1.000,Hu and Cw,BOTH,1.000
5,1.000,Hu and Dg,BOTH,1.000
5,1.000,Human,BOTH,1.000
5,1.000,Human UTI,BOTH,1.000
5,1.000,Klebsiella,BOTH,NaN
5,1.000,Long-eared Owl,BOTH,1.000
5,1.000,Mallard Duck,BOTH,1.000
5,1.000,Mountain Lion,BOTH,1.000
5,1.000,Ocean Water,BOTH,NaN
5,1.000,Opossum,BOTH,1.000
5,1.000,Pacific Ocean Water,BOTH,NaN
5,1.000,Pelican,BOTH,1.000
5,1.000,Pennington Creek Water,BOTH,NaN
5,1.000,Pig,BOTH,1.000
5,1.000,Pig/Swine,BOTH,1.000
5,1.000,Pigeon,BOTH,1.000
5,1.000,Rabbit,BOTH,1.000
5,1.000,Racoon,BOTH,1.000
5,1.000,Red Shoulder Hawk,BOTH,1.000
5,1.000,Red Tailed Hawk,BOTH,1.000
5,1.000,Red Throated Loon,BOTH,NaN
5,1.000,Red Wind Blackbird,BOTH,1.000
5,1.000,Red-Winged Blackbird,BOTH,1.000
5,1.000,Red-shoulder Hawk,BOTH,1.000
5,1.000,SLO Creek Water,BOTH,NaN
5,1.000,Sea Lion,BOTH,1.000
5,1.000,Sea Otter,BOTH,1.000
5,1.000,Seagull,BOTH,1.000
5,1.000,Sheep,BOTH,1.000
5,1.000,Surf Scoter,BOTH,1.000
5,1.000,Tree Swallow,BOTH,1.000
5,1.000,Turkey Vulture,BOTH,1.000
5,1.000,Unknown Avian,BOTH,NaN
5,1.000,Western Kingbird,BOTH,1.000
5,1.000,White Crowned Sparrow,BOTH,1.000
5,1.000,Wild Pig,BOTH,1.000
5,1.000,Wild Turkey,BOTH,1.000
5,1.000,cougar,BOTH,NaN
5,1.000,orangutan,BOTH,NaN
5,1.000,unknown,BOTH,1.000
6,0.000,American Kestrel,BOTH,0.667
6,0.000,Barn Owl,BOTH,0.000
6,0.000,Bat,BOTH,0.973
6,0.000,Bear,BOTH,1.000
6,0.000,Bobcat,BOTH,0.000
6,0.000,Bond tail Pigeon,BOTH,0.000
6,0.000,California Sea Lion,BOTH,0.000
6,0.000,Cat,BOTH,0.590
6,0.000,Chicken,BOTH,0.275
6,0.000,Clark Grebe,BOTH,0.500
6,0.000,Cliff Sparrow,BOTH,0.107
6,0.000,Common Loon,BOTH,0.000
6,0.000,Common Murre,BOTH,0.000
6,0.000,Cow,BOTH,0.960
6,0.000,Coyote,BOTH,0.000
6,0.000,Crow,BOTH,0.000
6,0.000,Cw,BOTH,0.467
6,0.000,Cw and Dg,BOTH,0.700
6,0.000,Deer,BOTH,0.850
6,0.000,Deer Mouse,BOTH,0.000
6,0.000,Dg,BOTH,0.867
6,0.000,Dog,BOTH,0.658
6,0.000,Eared Grebe,BOTH,1.000
6,0.000,Elephant Seal,BOTH,0.250
6,0.000,Freshwater Lagoon,BOTH,NaN
6,0.000,Golden Eagle,BOTH,0.000
6,0.000,Great Horned Owl,BOTH,0.000
6,0.000,Grey Fox,BOTH,1.000
6,0.000,Ground Squirrel,BOTH,0.724
6,0.000,Guinni,BOTH,0.000
6,0.000,Horse,BOTH,0.275
6,0.000,Hu,BOTH,0.793
6,0.000,Hu Cw and Dg,BOTH,0.500
6,0.000,Hu and Cw,BOTH,0.267
6,0.000,Hu and Dg,BOTH,0.600
6,0.000,Human,BOTH,0.956
6,0.000,Human UTI,BOTH,0.844
6,0.000,Klebsiella,BOTH,NaN
6,0.000,Long-eared Owl,BOTH,0.000
6,0.000,Mallard Duck,BOTH,0.000
6,0.000,Mountain Lion,BOTH,0.594
6,0.000,Ocean Water,BOTH,NaN
6,0.000,Opossum,BOTH,0.500
6,0.000,Pacific Ocean Water,BOTH,NaN
6,0.000,Pelican,BOTH,0.500
6,0.000,Pennington Creek Water,BOTH,NaN
6,0.000,Pig,BOTH,0.294
6,0.000,Pig/Swine,BOTH,0.542
6,0.000,Pigeon,BOTH,0.459
6,0.000,Rabbit,BOTH,1.000
6,0.000,Racoon,BOTH,0.250
6,0.000,Red Shoulder Hawk,BOTH,0.000
6,0.000,Red Tailed Hawk,BOTH,0.000
6,0.000,Red Throated Loon,BOTH,0.000
6,0.000,Red Wind Blackbird,BOTH,0.000
6,0.000,Red-Winged Blackbird,BOTH,0.000
6,0.000,Red-shoulder Hawk,BOTH,0.000
6,0.000,SLO Creek Water,BOTH,NaN
6,0.000,Sea Lion,BOTH,0.500
6,0.000,Sea Otter,BOTH,0.900
6,0.000,Seagull,BOTH,0.273
6,0.000,Sheep,BOTH,0.723
6,0.000,Surf Scoter,BOTH,0.000
6,0.000,Tree Swallow,BOTH,0.000
6,0.000,Turkey Vulture,BOTH,0.000
6,0.000,Unknown Avian,BOTH,0.000
6,0.000,Western Kingbird,BOTH,0.000
6,0.000,White Crowned Sparrow,BOTH,0.467
6,0.000,Wild Pig,BOTH,0.000
6,0.000,Wild Turkey,BOTH,0.528
6,0.000,cougar,BOTH,0.000
6,0.000,orangutan,BOTH,0.000
6,0.000,unknown,BOTH,0.545
6,0.500,American Kestrel,BOTH,0.667
6,0.500,Barn Owl,BOTH,0.000
6,0.500,Bat,BOTH,0.973
6,0.500,Bear,BOTH,1.000
6,0.500,Bobcat,BOTH,0.000
6,0.500,Bond tail Pigeon,BOTH,0.000
6,0.500,California Sea Lion,BOTH,0.000
6,0.500,Cat,BOTH,0.590
6,0.500,Chicken,BOTH,0.275
6,0.500,Clark Grebe,BOTH,0.500
6,0.500,Cliff Sparrow,BOTH,0.107
6,0.500,Common Loon,BOTH,0.000
6,0.500,Common Murre,BOTH,0.000
6,0.500,Cow,BOTH,0.960
6,0.500,Coyote,BOTH,0.000
6,0.500,Crow,BOTH,0.000
6,0.500,Cw,BOTH,0.467
6,0.500,Cw and Dg,BOTH,0.700
6,0.500,Deer,BOTH,0.850
6,0.500,Deer Mouse,BOTH,0.000
6,0.500,Dg,BOTH,0.867
6,0.500,Dog,BOTH,0.658
6,0.500,Eared Grebe,BOTH,1.000
6,0.500,Elephant Seal,BOTH,0.250
6,0.500,Freshwater Lagoon,BOTH,NaN
6,0.500,Golden Eagle,BOTH,0.000
6,0.500,Great Horned Owl,BOTH,0.000
6,0.500,Grey Fox,BOTH,1.000
6,0.500,Ground Squirrel,BOTH,0.724
6,0.500,Guinni,BOTH,0.000
6,0.500,Horse,BOTH,0.275
6,0.500,Hu,BOTH,0.793
6,0.500,Hu Cw and Dg,BOTH,0.500
6,0.500,Hu and Cw,BOTH,0.267
6,0.500,Hu and Dg,BOTH,0.600
6,0.500,Human,BOTH,0.956
6,0.500,Human UTI,BOTH,0.844
6,0.500,Klebsiella,BOTH,NaN
6,0.500,Long-eared Owl,BOTH,0.000
6,0.500,Mallard Duck,BOTH,0.000
6,0.500,Mountain Lion,BOTH,0.594
6,0.500,Ocean Water,BOTH,NaN
6,0.500,Opossum,BOTH,0.500
6,0.500,Pacific Ocean Water,BOTH,NaN
6,0.500,Pelican,BOTH,0.500
6,0.500,Pennington Creek Water,BOTH,NaN
6,0.500,Pig,BOTH,0.294
6,0.500,Pig/Swine,BOTH,0.542
6,0.500,Pigeon,BOTH,0.459
6,0.500,Rabbit,BOTH,1.000
6,0.500,Racoon,BOTH,0.250
6,0.500,Red Shoulder Hawk,BOTH,0.000
6,0.500,Red Tailed Hawk,BOTH,0.000
6,0.500,Red Throated Loon,BOTH,0.000
6,0.500,Red Wind Blackbird,BOTH,0.000
6,0.500,Red-Winged Blackbird,BOTH,0.000
6,0.500,Red-shoulder Hawk,BOTH,0.000
6,0.500,SLO Creek Water,BOTH,NaN
6,0.500,Sea Lion,BOTH,0.500
6,0.500,Sea Otter,BOTH,0.900
6,0.500,Seagull,BOTH,0.273
6,0.500,Sheep,BOTH,0.723
6,0.500,Surf Scoter,BOTH,0.000
6,0.500,Tree Swallow,BOTH,0.000
6,0.500,Turkey Vulture,BOTH,0.000
6,0.500,Unknown Avian,BOTH,0.000
6,0.500,Western Kingbird,BOTH,0.000
6,0.500,White Crowned Sparrow,BOTH,0.467
6,0.500,Wild Pig,BOTH,0.000
6,0.500,Wild Turkey,BOTH,0.528
6,0.500,cougar,BOTH,0.000
6,0.500,orangutan,BOTH,0.000
6,0.500,unknown,BOTH,0.545
6,0.900,American Kestrel,BOTH,0.667
6,0.900,Barn Owl,BOTH,0.000
6,0.900,Bat,BOTH,0.973
6,0.900,Bear,BOTH,1.000
6,0.900,Bobcat,BOTH,0.000
6,0.900,Bond tail Pigeon,BOTH,0.000
6,0.900,California Sea Lion,BOTH,0.000
6,0.900,Cat,BOTH,0.590
6,0.900,Chicken,BOTH,0.275
6,0.900,Clark Grebe,BOTH,0.500
6,0.900,Cliff Sparrow,BOTH,0.107
6,0.900,Common Loon,BOTH,0.000
6,0.900,Common Murre,BOTH,0.000
6,0.900,Cow,BOTH,0.960
6,0.900,Coyote,BOTH,0.000
6,0.900,Crow,BOTH,0.000
6,0.900,Cw,BOTH,0.467
6,0.900,Cw and Dg,BOTH,0.700
6,0.900,Deer,BOTH,0.850
6,0.900,Deer Mouse,BOTH,0.000
6,0.900,Dg,BOTH,0.867
6,0.900,Dog,BOTH,0.658
6,0.900,Eared Grebe,BOTH,1.000
6,0.900,Elephant Seal,BOTH,0.250
6,0.900,Freshwater Lagoon,BOTH,NaN
6,0.900,Golden Eagle,BOTH,0.000
6,0.900,Great Horned Owl,BOTH,0.000
6,0.900,Grey Fox,BOTH,1.000
6,0.900,Ground Squirrel,BOTH,0.724
6,0.900,Guinni,BOTH,0.000
6,0.900,Horse,BOTH,0.275
6,0.900,Hu,BOTH,0.793
6,0.900,Hu Cw and Dg,BOTH,0.500
6,0.900,Hu and Cw,BOTH,0.267
6,0.900,Hu and Dg,BOTH,0.600
6,0.900,Human,BOTH,0.956
6,0.900,Human UTI,BOTH,0.851
6,0.900,Klebsiella,BOTH,NaN
6,0.900,Long-eared Owl,BOTH,0.000
6,0.900,Mallard Duck,BOTH,0.000
6,0.900,Mountain Lion,BOTH,0.594
6,0.900,Ocean Water,BOTH,NaN
6,0.900,Opossum,BOTH,0.500
6,0.900,Pacific Ocean Water,BOTH,NaN
6,0.900,Pelican,BOTH,0.500
6,0.900,Pennington Creek Water,BOTH,NaN
6,0.900,Pig,BOTH,0.294
6,0.900,Pig/Swine,BOTH,0.542
6,0.900,Pigeon,BOTH,0.459
6,0.900,Rabbit,BOTH,1.000
6,0.900,Racoon,BOTH,0.250
6,0.900,Red Shoulder Hawk,BOTH,0.000
6,0.900,Red Tailed Hawk,BOTH,0.000
6,0.900,Red Throated Loon,BOTH,0.000
6,0.900,Red Wind Blackbird,BOTH,0.000
6,0.900,Red-Winged Blackbird,BOTH,0.000
6,0.900,Red-shoulder Hawk,BOTH,0.000
6,0.900,SLO Creek Water,BOTH,NaN
6,0.900,Sea Lion,BOTH,0.500
6,0.900,Sea Otter,BOTH,0.900
6,0.900,Seagull,BOTH,0.273
6,0.900,Sheep,BOTH,0.723
6,0.900,Surf Scoter,BOTH,0.000
6,0.900,Tree Swallow,BOTH,0.000
6,0.900,Turkey Vulture,BOTH,0.000
6,0.900,Unknown Avian,BOTH,0.000
6,0.900,Western Kingbird,BOTH,0.000
6,0.900,White Crowned Sparrow,BOTH,0.467
6,0.900,Wild Pig,BOTH,0.000
6,0.900,Wild Turkey,BOTH,0.528
6,0.900,cougar,BOTH,0.000
6,0.900,orangutan,BOTH,0.000
6,0.900,unknown,BOTH,0.545
6,0.950,American Kestrel,BOTH,0.667
6,0.950,Barn Owl,BOTH,0.000
6,0.950,Bat,BOTH,0.973
6,0.950,Bear,BOTH,1.000
6,0.950,Bobcat,BOTH,0.000
6,0.950,Bond tail Pigeon,BOTH,0.000
6,0.950,California Sea Lion,BOTH,0.000
6,0.950,Cat,BOTH,0.590
6,0.950,Chicken,BOTH,0.275
6,0.950,Clark Grebe,BOTH,0.500
6,0.950,Cliff Sparrow,BOTH,0.107
6,0.950,Common Loon,BOTH,0.000
6,0.950,Common Murre,BOTH,0.000
6,0.950,Cow,BOTH,0.960
6,0.950,Coyote,BOTH,0.000
6,0.950,Crow,BOTH,0.000
6,0.950,Cw,BOTH,0.467
6,0.950,Cw and Dg,BOTH,0.700
6,0.950,Deer,BOTH,0.850
6,0.950,Deer Mouse,BOTH,0.000
6,0.950,Dg,BOTH,0.867
6,0.950,Dog,BOTH,0.658
6,0.950,Eared Grebe,BOTH,1.000
6,0.950,Elephant Seal,BOTH,0.250
6,0.950,Freshwater Lagoon,BOTH,NaN
6,0.950,Golden Eagle,BOTH,0.000
6,0.950,Great Horned Owl,BOTH,0.000
6,0.950,Grey Fox,BOTH,1.000
6,0.950,Ground Squirrel,BOTH,0.724
6,0.950,Guinni,BOTH,0.000
6,0.950,Horse,BOTH,0.275
6,0.950,Hu,BOTH,0.793
6,0.950,Hu Cw and Dg,BOTH,0.500
6,0.950,Hu and Cw,BOTH,0.267
6,0.950,Hu and Dg,BOTH,0.600
6,0.950,Human,BOTH,0.956
6,0.950,Human UTI,BOTH,0.851
6,0.950,Klebsiella,BOTH,NaN
6,0.950,Long-eared Owl,BOTH,0.000
6,0.950,Mallard Duck,BOTH,0.000
6,0.950,Mountain Lion,BOTH,0.594
6,0.950,Ocean Water,BOTH,NaN
6,0.950,Opossum,BOTH,0.500
6,0.950,Pacific Ocean Water,BOTH,NaN
6,0.950,Pelican,BOTH,0.500
6,0.950,Pennington Creek Water,BOTH,NaN
6,0.950,Pig,BOTH,0.294
6,0.950,Pig/Swine,BOTH,0.542
6,0.950,Pigeon,BOTH,0.464
6,0.950,Rabbit,BOTH,1.000
6,0.950,Racoon,BOTH,0.250
6,0.950,Red Shoulder Hawk,BOTH,0.000
6,0.950,Red Tailed Hawk,BOTH,0.000
6,0.950,Red Throated Loon,BOTH,0.000
6,0.950,Red Wind Blackbird,BOTH,0.000
6,0.950,Red-Winged Blackbird,BOTH,0.000
6,0.950,Red-shoulder Hawk,BOTH,0.000
6,0.950,SLO Creek Water,BOTH,NaN
6,0.950,Sea Lion,BOTH,0.500
6,0.950,Sea Otter,BOTH,0.900
6,0.950,Seagull,BOTH,0.273
6,0.950,Sheep,BOTH,0.723
6,0.950,Surf Scoter,BOTH,0.000
6,0.950,Tree Swallow,BOTH,0.000
6,0.950,Turkey Vulture,BOTH,0.000
6,0.950,Unknown Avian,BOTH,0.000
6,0.950,Western Kingbird,BOTH,0.000
6,0.950,White Crowned Sparrow,BOTH,0.467
6,0.950,Wild Pig,BOTH,0.000
6,0.950,Wild Turkey,BOTH,0.528
6,0.950,cougar,BOTH,0.000
6,0.950,orangutan,BOTH,0.000
6,0.950,unknown,BOTH,0.545
6,0.960,American Kestrel,BOTH,0.667
6,0.960,Barn Owl,BOTH,0.000
6,0.960,Bat,BOTH,0.973
6,0.960,Bear,BOTH,1.000
6,0.960,Bobcat,BOTH,0.000
6,0.960,Bond tail Pigeon,BOTH,0.000
6,0.960,California Sea Lion,BOTH,0.000
6,0.960,Cat,BOTH,0.590
6,0.960,Chicken,BOTH,0.275
6,0.960,Clark Grebe,BOTH,0.500
6,0.960,Cliff Sparrow,BOTH,0.107
6,0.960,Common Loon,BOTH,0.000
6,0.960,Common Murre,BOTH,0.000
6,0.960,Cow,BOTH,0.959
6,0.960,Coyote,BOTH,0.000
6,0.960,Crow,BOTH,0.000
6,0.960,Cw,BOTH,0.467
6,0.960,Cw and Dg,BOTH,0.700
6,0.960,Deer,BOTH,0.850
6,0.960,Deer Mouse,BOTH,0.000
6,0.960,Dg,BOTH,0.867
6,0.960,Dog,BOTH,0.658
6,0.960,Eared Grebe,BOTH,1.000
6,0.960,Elephant Seal,BOTH,0.250
6,0.960,Freshwater Lagoon,BOTH,NaN
6,0.960,Golden Eagle,BOTH,0.000
6,0.960,Great Horned Owl,BOTH,0.000
6,0.960,Grey Fox,BOTH,1.000
6,0.960,Ground Squirrel,BOTH,0.730
6,0.960,Guinni,BOTH,0.000
6,0.960,Horse,BOTH,0.275
6,0.960,Hu,BOTH,0.793
6,0.960,Hu Cw and Dg,BOTH,0.500
6,0.960,Hu and Cw,BOTH,0.267
6,0.960,Hu and Dg,BOTH,0.600
6,0.960,Human,BOTH,0.956
6,0.960,Human UTI,BOTH,0.851
6,0.960,Klebsiella,BOTH,NaN
6,0.960,Long-eared Owl,BOTH,0.000
6,0.960,Mallard Duck,BOTH,0.000
6,0.960,Mountain Lion,BOTH,0.594
6,0.960,Ocean Water,BOTH,NaN
6,0.960,Opossum,BOTH,0.500
6,0.960,Pacific Ocean Water,BOTH,NaN
6,0.960,Pelican,BOTH,0.500
6,0.960,Pennington Creek Water,BOTH,NaN
6,0.960,Pig,BOTH,0.294
6,0.960,Pig/Swine,BOTH,0.542
6,0.960,Pigeon,BOTH,0.459
6,0.960,Rabbit,BOTH,1.000
6,0.960,Racoon,BOTH,0.250
6,0.960,Red Shoulder Hawk,BOTH,0.000
6,0.960,Red Tailed Hawk,BOTH,0.000
6,0.960,Red Throated Loon,BOTH,0.000
6,0.960,Red Wind Blackbird,BOTH,0.000
6,0.960,Red-Winged Blackbird,BOTH,0.000
6,0.960,Red-shoulder Hawk,BOTH,0.000
6,0.960,SLO Creek Water,BOTH,NaN
6,0.960,Sea Lion,BOTH,0.500
6,0.960,Sea Otter,BOTH,0.900
6,0.960,Seagull,BOTH,0.273
6,0.960,Sheep,BOTH,0.723
6,0.960,Surf Scoter,BOTH,0.000
6,0.960,Tree Swallow,BOTH,0.000
6,0.960,Turkey Vulture,BOTH,0.000
6,0.960,Unknown Avian,BOTH,0.000
6,0.960,Western Kingbird,BOTH,0.000
6,0.960,White Crowned Sparrow,BOTH,0.467
6,0.960,Wild Pig,BOTH,0.000
6,0.960,Wild Turkey,BOTH,0.528
6,0.960,cougar,BOTH,0.000
6,0.960,orangutan,BOTH,0.000
6,0.960,unknown,BOTH,0.545
6,0.970,American Kestrel,BOTH,0.667
6,0.970,Barn Owl,BOTH,0.000
6,0.970,Bat,BOTH,0.973
6,0.970,Bear,BOTH,1.000
6,0.970,Bobcat,BOTH,0.000
6,0.970,Bond tail Pigeon,BOTH,0.000
6,0.970,California Sea Lion,BOTH,0.000
6,0.970,Cat,BOTH,0.590
6,0.970,Chicken,BOTH,0.275
6,0.970,Clark Grebe,BOTH,0.500
6,0.970,Cliff Sparrow,BOTH,0.107
6,0.970,Common Loon,BOTH,0.000
6,0.970,Common Murre,BOTH,0.000
6,0.970,Cow,BOTH,0.959
6,0.970,Coyote,BOTH,0.000
6,0.970,Crow,BOTH,0.000
6,0.970,Cw,BOTH,0.467
6,0.970,Cw and Dg,BOTH,0.700
6,0.970,Deer,BOTH,0.850
6,0.970,Deer Mouse,BOTH,0.000
6,0.970,Dg,BOTH,0.867
6,0.970,Dog,BOTH,0.658
6,0.970,Eared Grebe,BOTH,1.000
6,0.970,Elephant Seal,BOTH,0.250
6,0.970,Freshwater Lagoon,BOTH,NaN
6,0.970,Golden Eagle,BOTH,0.000
6,0.970,Great Horned Owl,BOTH,0.000
6,0.970,Grey Fox,BOTH,1.000
6,0.970,Ground Squirrel,BOTH,0.724
6,0.970,Guinni,BOTH,0.000
6,0.970,Horse,BOTH,0.275
6,0.970,Hu,BOTH,0.793
6,0.970,Hu Cw and Dg,BOTH,0.500
6,0.970,Hu and Cw,BOTH,0.300
6,0.970,Hu and Dg,BOTH,0.600
6,0.970,Human,BOTH,0.956
6,0.970,Human UTI,BOTH,0.858
6,0.970,Klebsiella,BOTH,NaN
6,0.970,Long-eared Owl,BOTH,0.000
6,0.970,Mallard Duck,BOTH,0.000
6,0.970,Mountain Lion,BOTH,0.594
6,0.970,Ocean Water,BOTH,NaN
6,0.970,Opossum,BOTH,0.500
6,0.970,Pacific Ocean Water,BOTH,NaN
6,0.970,Pelican,BOTH,0.500
6,0.970,Pennington Creek Water,BOTH,NaN
6,0.970,Pig,BOTH,0.294
6,0.970,Pig/Swine,BOTH,0.542
6,0.970,Pigeon,BOTH,0.459
6,0.970,Rabbit,BOTH,1.000
6,0.970,Racoon,BOTH,0.250
6,0.970,Red Shoulder Hawk,BOTH,0.000
6,0.970,Red Tailed Hawk,BOTH,0.000
6,0.970,Red Throated Loon,BOTH,0.000
6,0.970,Red Wind Blackbird,BOTH,0.000
6,0.970,Red-Winged Blackbird,BOTH,0.000
6,0.970,Red-shoulder Hawk,BOTH,0.000
6,0.970,SLO Creek Water,BOTH,NaN
6,0.970,Sea Lion,BOTH,0.500
6,0.970,Sea Otter,BOTH,1.000
6,0.970,Seagull,BOTH,0.273
6,0.970,Sheep,BOTH,0.723
6,0.970,Surf Scoter,BOTH,0.000
6,0.970,Tree Swallow,BOTH,0.000
6,0.970,Turkey Vulture,BOTH,0.000
6,0.970,Unknown Avian,BOTH,0.000
6,0.970,Western Kingbird,BOTH,0.000
6,0.970,White Crowned Sparrow,BOTH,0.467
6,0.970,Wild Pig,BOTH,0.125
6,0.970,Wild Turkey,BOTH,0.528
6,0.970,cougar,BOTH,0.000
6,0.970,orangutan,BOTH,0.000
6,0.970,unknown,BOTH,0.545
6,0.980,American Kestrel,BOTH,0.667
6,0.980,Barn Owl,BOTH,0.000
6,0.980,Bat,BOTH,0.973
6,0.980,Bear,BOTH,1.000
6,0.980,Bobcat,BOTH,0.000
6,0.980,Bond tail Pigeon,BOTH,0.000
6,0.980,California Sea Lion,BOTH,0.000
6,0.980,Cat,BOTH,0.590
6,0.980,Chicken,BOTH,0.275
6,0.980,Clark Grebe,BOTH,0.500
6,0.980,Cliff Sparrow,BOTH,0.107
6,0.980,Common Loon,BOTH,0.000
6,0.980,Common Murre,BOTH,0.000
6,0.980,Cow,BOTH,0.959
6,0.980,Coyote,BOTH,0.000
6,0.980,Crow,BOTH,0.000
